customer_id,recency,frequency,monetary,R,F,M,rfm_score,rfm_total,age,gender,region,loyalty_tier,avg_order_value,total_orders,online_ratio,avg_discount_used,customer_lifetime_days,category_diversity,gender_enc,region_enc,loyalty_enc
CUST00031,31,28,19367.95,2,1,1,211,4,66,M,East,Bronze,691.7125,28,0.6785714285714286,0.019642857142857146,1018,5,0,1,0
CUST00032,18,39,28064.489999999998,3,4,4,344,11,44,M,Central,Bronze,719.6023076923076,39,0.6153846153846154,0.026923076923076925,1058,5,0,0,0
CUST00033,16,38,27223.440000000002,3,4,3,343,10,59,F,Central,Bronze,716.4063157894738,38,0.6578947368421053,0.03289473684210526,1011,5,1,0,0
CUST00034,39,28,18920.1,1,1,1,111,3,45,M,East,Silver,675.717857142857,28,0.5714285714285714,0.02142857142857143,1002,5,0,1,1
CUST00035,7,40,31588.59,4,4,5,445,13,33,F,South,Gold,789.71475,40,0.45,0.026250000000000002,1078,5,1,3,2
CUST00036,12,37,26837.9,4,4,3,443,11,32,M,West,Bronze,725.3486486486487,37,0.5945945945945946,0.02297297297297297,1081,5,0,4,0
CUST00037,15,47,34318.08,3,5,5,355,13,64,M,North,Bronze,730.1719148936171,47,0.723404255319149,0.02553191489361702,1062,5,0,2,0
CUST00038,11,26,21124.2,4,1,1,411,6,68,F,West,Platinum,812.4692307692308,26,0.5384615384615384,0.04230769230769231,1047,5,1,4,3
CUST00039,40,27,20786.94,1,1,1,111,3,61,F,North,Bronze,769.8866666666667,27,0.6296296296296297,0.025925925925925925,1042,5,1,2,0
CUST00040,50,43,38697.73,1,5,5,155,11,69,M,North,Bronze,899.9472093023256,43,0.6046511627906976,0.03488372093023256,1026,5,0,2,0
CUST00041,50,43,32479.71,1,5,5,155,11,20,F,Central,Bronze,755.3420930232558,43,0.627906976744186,0.020930232558139535,1020,5,1,0,0
CUST00042,12,28,16628.22,4,1,1,411,6,54,F,North,Gold,593.865,28,0.7142857142857143,0.023214285714285715,1080,5,1,2,2
CUST00043,12,35,31070.760000000002,4,3,5,435,12,68,M,North,Silver,887.7360000000001,35,0.7142857142857143,0.015714285714285715,1045,5,0,2,1
CUST00044,24,37,22529.67,2,4,2,242,8,24,F,East,Silver,608.91,37,0.6486486486486487,0.013513513513513514,1065,5,1,1,1
CUST00045,2,34,20723.829999999998,5,3,1,531,9,38,M,West,Gold,609.5244117647059,34,0.6176470588235294,0.022058823529411766,1055,5,0,4,2
CUST00046,5,36,25954.14,5,3,3,533,11,26,M,East,Bronze,720.9483333333333,36,0.5555555555555556,0.03333333333333333,1075,5,0,1,0
CUST00047,167,31,25906.600000000002,1,2,3,123,6,56,Other,North,Bronze,835.6967741935484,31,0.5483870967741935,0.014516129032258065,928,5,2,2,0
CUST00048,4,38,27695.43,5,4,4,544,13,35,M,Central,Gold,728.8271052631579,38,0.631578947368421,0.035526315789473684,1057,5,0,0,2
CUST00049,17,26,17754.89,3,1,1,311,5,21,F,East,Bronze,682.8803846153846,26,0.7307692307692307,0.021153846153846155,1001,5,1,1,0
CUST00050,28,35,27032.57,2,3,3,233,8,42,F,East,Silver,772.3591428571428,35,0.6285714285714286,0.032857142857142856,1041,5,1,1,1
CUST00051,5,36,27839.64,5,3,4,534,12,31,M,South,Gold,773.3233333333333,36,0.5,0.034722222222222224,1076,5,0,3,2
CUST00052,50,35,23499.0,1,3,2,132,6,67,F,North,Silver,671.4,35,0.6,0.041428571428571426,1040,5,1,2,1
CUST00053,13,30,27154.22,3,1,3,313,7,26,F,Central,Silver,905.1406666666667,30,0.5666666666666667,0.018333333333333333,1072,5,1,0,1
CUST00054,1,27,29152.96,5,1,4,514,10,43,M,East,Gold,1079.7392592592591,27,0.5185185185185185,0.04259259259259259,1043,5,0,1,2
CUST00055,85,28,20655.69,1,1,1,111,3,19,F,East,Gold,737.7032142857142,28,0.4642857142857143,0.028571428571428574,947,5,1,1,2
CUST00056,2,50,28479.31,5,5,4,554,14,37,F,Central,Bronze,569.5862000000001,50,0.56,0.028000000000000004,1064,5,1,0,0
CUST00057,12,39,23269.47,4,4,2,442,10,45,F,North,Bronze,596.6530769230769,39,0.5897435897435898,0.015384615384615387,1022,5,1,2,0
CUST00058,45,25,13773.94,1,1,1,111,3,64,F,South,Bronze,550.9576000000001,25,0.52,0.042,922,5,1,3,0
CUST00059,5,34,28114.18,5,3,4,534,12,24,M,East,Silver,826.8876470588235,34,0.5588235294117647,0.014705882352941176,1075,5,0,1,1
CUST00060,4,34,24752.57,5,3,3,533,11,61,F,South,Bronze,728.0167647058823,34,0.7352941176470589,0.017647058823529415,1085,5,1,3,0
CUST00061,15,30,27785.88,3,1,4,314,8,25,F,West,Silver,926.196,30,0.5333333333333333,0.021666666666666667,1050,5,1,4,1
CUST00062,4,43,29671.62,5,5,4,554,14,64,F,North,Bronze,690.0376744186046,43,0.627906976744186,0.030232558139534883,1078,5,1,2,0
CUST00063,20,30,18738.82,3,1,1,311,5,52,F,West,Silver,624.6273333333334,30,0.5666666666666667,0.025,944,5,1,4,1
CUST00064,30,35,21650.43,2,3,2,232,7,31,F,West,Bronze,618.5837142857143,35,0.6285714285714286,0.03285714285714286,1050,5,1,4,0
CUST00065,17,30,23046.19,3,1,2,312,6,34,F,West,Silver,768.2063333333333,30,0.5333333333333333,0.041666666666666664,1065,5,1,4,1
CUST00066,36,30,18988.01,2,1,1,211,4,53,F,North,Silver,632.9336666666666,30,0.4666666666666667,0.018333333333333333,1056,5,1,2,1
CUST00067,59,36,29899.27,1,3,4,134,8,67,F,North,Bronze,830.5352777777778,36,0.6388888888888888,0.023611111111111114,1028,5,1,2,0
CUST00068,10,27,19593.04,4,1,1,411,6,57,F,Central,Bronze,725.6681481481481,27,0.48148148148148145,0.027777777777777776,1052,5,1,0,0
CUST00069,13,35,17622.52,3,3,1,331,7,21,F,South,Silver,503.50057142857145,35,0.6857142857142857,0.02142857142857143,1074,5,1,3,1
CUST00070,26,41,31649.03,2,5,5,255,12,19,F,South,Bronze,771.9275609756097,41,0.4146341463414634,0.01707317073170732,1042,5,1,3,0
CUST00071,12,35,22207.77,4,3,2,432,9,23,M,Central,Bronze,634.5077142857143,35,0.45714285714285713,0.02857142857142857,1037,5,0,0,0
CUST00072,25,40,24244.42,2,4,2,242,8,59,M,Central,Platinum,606.1105,40,0.7,0.025,1070,5,0,0,3
CUST00073,55,29,19390.94,1,1,1,111,3,21,M,West,Silver,668.6531034482758,29,0.6896551724137931,0.017241379310344827,1019,5,0,4,1
CUST00074,58,37,25859.57,1,4,3,143,8,46,F,Central,Platinum,698.9072972972973,37,0.5135135135135135,0.021621621621621623,948,5,1,0,3
CUST00075,33,38,34406.91,2,4,5,245,11,35,F,East,Bronze,905.445,38,0.7368421052631579,0.02368421052631579,940,5,1,1,0
CUST00076,56,30,23002.95,1,1,2,112,4,43,F,South,Bronze,766.765,30,0.7,0.021666666666666667,1029,5,1,3,0
CUST00077,27,51,42996.82,2,5,5,255,12,61,M,Central,Gold,843.0749019607844,51,0.5490196078431373,0.024509803921568627,1039,5,0,0,2
CUST00078,80,28,20819.33,1,1,1,111,3,51,F,East,Silver,743.5475,28,0.7142857142857143,0.030357142857142857,1006,5,1,1,1
CUST00079,76,38,29097.33,1,4,4,144,9,27,M,East,Silver,765.7192105263158,38,0.6842105263157895,0.031578947368421054,930,5,0,1,1
CUST00080,42,38,27318.94,1,4,3,143,8,53,M,East,Bronze,718.9194736842105,38,0.631578947368421,0.03026315789473684,1010,5,0,1,0
CUST00081,5,33,26778.97,5,2,3,523,10,31,F,East,Bronze,811.4839393939394,33,0.7272727272727273,0.03333333333333333,1088,5,1,1,0
CUST00082,18,29,28009.45,3,1,4,314,8,48,F,West,Bronze,965.8431034482759,29,0.5862068965517241,0.034482758620689655,1020,5,1,4,0
CUST00083,20,32,31010.17,3,2,5,325,10,65,M,East,Bronze,969.0678125,32,0.65625,0.0390625,1040,5,0,1,0
CUST00084,10,44,40221.79,4,5,5,455,14,32,M,West,Bronze,914.131590909091,44,0.6590909090909091,0.018181818181818184,1078,5,0,4,0
CUST00085,7,29,18638.53,4,1,1,411,6,25,M,West,Bronze,642.7079310344827,29,0.7241379310344828,0.03103448275862069,1070,5,0,4,0
CUST00086,66,28,20066.17,1,1,1,111,3,31,M,East,Platinum,716.6489285714285,28,0.8571428571428571,0.033928571428571426,1030,5,0,1,3
CUST00087,18,26,24330.86,3,1,2,312,6,40,F,South,Bronze,935.8023076923077,26,0.6538461538461539,0.019230769230769232,1041,5,1,3,0
CUST00088,14,42,37348.42,3,5,5,355,13,57,M,East,Silver,889.2480952380952,42,0.7380952380952381,0.02857142857142857,976,5,0,1,1
CUST00089,11,39,26323.46,4,4,3,443,11,38,F,East,Gold,674.9605128205128,39,0.5641025641025641,0.02820512820512821,1047,5,1,1,2
CUST00090,10,29,16693.29,4,1,1,411,6,33,F,East,Silver,575.6306896551724,29,0.5517241379310345,0.02586206896551724,1074,5,1,1,1
CUST00091,55,38,23521.31,1,4,2,142,7,62,M,South,Bronze,618.9818421052632,38,0.7105263157894737,0.030263157894736846,976,5,0,3,0
CUST00092,39,33,21805.78,1,2,2,122,5,35,M,North,Silver,660.7812121212121,33,0.6666666666666666,0.027272727272727275,1003,5,0,2,1
CUST00093,11,31,23121.73,4,2,2,422,8,64,M,North,Silver,745.8622580645161,31,0.6451612903225806,0.027419354838709678,1081,5,0,2,1
CUST00094,20,40,33671.02,3,4,5,345,12,41,M,West,Silver,841.7755,40,0.675,0.02125,1033,5,0,4,1
CUST00095,36,30,21930.39,2,1,2,212,5,43,M,West,Silver,731.013,30,0.6,0.03166666666666666,1046,5,0,4,1
CUST00096,5,40,26277.56,5,4,3,543,12,42,F,South,Platinum,656.9390000000001,40,0.625,0.0225,1049,5,1,3,3
CUST00097,29,39,27525.11,2,4,4,244,10,62,M,Central,Silver,705.7720512820513,39,0.6666666666666666,0.02435897435897436,1018,5,0,0,1
CUST00098,61,26,19785.03,1,1,1,111,3,58,Other,North,Bronze,760.9626923076922,26,0.5769230769230769,0.03461538461538462,993,5,2,2,0
CUST00099,48,32,15259.47,1,2,1,121,4,46,M,West,Silver,476.8584375,32,0.625,0.0140625,931,5,0,4,1
CUST00100,8,38,27510.64,4,4,4,444,12,32,F,North,Bronze,723.9642105263158,38,0.631578947368421,0.03815789473684211,1030,5,1,2,0
CUST00101,10,31,24173.86,4,2,2,422,8,62,F,South,Gold,779.801935483871,31,0.3870967741935484,0.05,931,5,1,3,2
CUST00102,6,35,23577.66,4,3,2,432,9,18,F,South,Bronze,673.6474285714286,35,0.6,0.02,1055,5,1,3,0
CUST00103,6,26,27578.84,4,1,4,414,9,42,F,Central,Bronze,1060.7246153846154,26,0.6153846153846154,0.007692307692307693,1047,5,1,0,0
CUST00104,25,26,21824.63,2,1,2,212,5,24,F,Central,Gold,839.4088461538462,26,0.4230769230769231,0.015384615384615385,1028,5,1,0,2
CUST00105,18,44,29512.44,3,5,4,354,12,26,F,South,Silver,670.7372727272727,44,0.6363636363636364,0.028409090909090908,1074,5,1,3,1
CUST00106,8,32,23126.29,4,2,2,422,8,41,F,West,Bronze,722.6965625,32,0.5,0.0390625,1076,5,1,4,0
CUST00107,27,25,15887.69,2,1,1,211,4,18,F,North,Bronze,635.5076,25,0.56,0.014000000000000002,1067,5,1,2,0
CUST00108,62,36,26257.37,1,3,3,133,7,61,M,East,Gold,729.3713888888889,36,0.6388888888888888,0.03194444444444444,1029,5,0,1,2
CUST00109,2,38,29043.43,5,4,4,544,13,25,M,Central,Bronze,764.3007894736842,38,0.5789473684210527,0.02631578947368421,1075,5,0,0,0
CUST00110,4,43,24142.35,5,5,2,552,12,41,F,East,Gold,561.4499999999999,43,0.6046511627906976,0.018604651162790697,1034,5,1,1,2
CUST00111,12,44,35268.59,4,5,5,455,14,28,F,West,Bronze,801.5588636363635,44,0.45454545454545453,0.03409090909090909,1048,5,1,4,0
CUST00112,33,38,34588.72,2,4,5,245,11,68,F,Central,Silver,910.2294736842106,38,0.6052631578947368,0.013157894736842105,1059,5,1,0,1
CUST00113,80,34,23750.21,1,3,2,132,6,34,F,East,Gold,698.5355882352941,34,0.5294117647058824,0.026470588235294117,1008,5,1,1,2
CUST00114,1,26,25336.1,5,1,3,513,9,25,Other,West,Bronze,974.4653846153846,26,0.6923076923076923,0.028846153846153848,1086,5,2,4,0
CUST00115,23,44,33111.45,2,5,5,255,12,52,M,North,Bronze,752.5329545454545,44,0.5681818181818182,0.01931818181818182,999,5,0,2,0
CUST00116,4,27,17744.67,5,1,1,511,7,52,M,West,Bronze,657.2099999999999,27,0.3333333333333333,0.012962962962962964,1050,5,0,4,0
CUST00117,38,37,30891.71,2,4,5,245,11,50,M,Central,Silver,834.9110810810811,37,0.7567567567567568,0.024324324324324326,1051,5,0,0,1
CUST00118,23,39,33339.84,2,4,5,245,11,22,M,South,Silver,854.8676923076922,39,0.5897435897435898,0.01282051282051282,1053,5,0,3,1
CUST00119,26,33,24080.18,2,2,2,222,6,59,F,North,Silver,729.7024242424243,33,0.6060606060606061,0.024242424242424242,1047,5,1,2,1
CUST00120,4,25,17123.18,5,1,1,511,7,56,M,East,Bronze,684.9272,25,0.6,0.032,1018,5,0,1,0
CUST00121,52,27,18869.79,1,1,1,111,3,58,F,Central,Bronze,698.8811111111112,27,0.5925925925925926,0.04259259259259259,1037,5,1,0,0
CUST00122,10,29,24668.89,4,1,3,413,8,45,M,South,Bronze,850.6513793103449,29,0.5862068965517241,0.03275862068965517,1064,5,0,3,0
CUST00123,4,35,28935.29,5,3,4,534,12,24,F,West,Bronze,826.7225714285714,35,0.42857142857142855,0.03142857142857143,1091,5,1,4,0
CUST00124,21,40,37841.24,3,4,5,345,12,26,F,South,Silver,946.031,40,0.575,0.02,1051,5,1,3,1
CUST00125,4,39,33685.61,5,4,5,545,14,25,M,Central,Gold,863.7335897435897,39,0.6666666666666666,0.03717948717948718,1084,5,0,0,2
CUST00126,34,35,26741.6,2,3,3,233,8,29,F,Central,Silver,764.0457142857142,35,0.5714285714285714,0.024285714285714285,1011,5,1,0,1
CUST00127,6,42,36975.71,4,5,5,455,14,51,M,South,Bronze,880.3740476190476,42,0.5476190476190477,0.02857142857142857,1087,5,0,3,0
CUST00128,31,24,17936.4,2,1,1,211,4,50,M,West,Platinum,747.35,24,0.625,0.03125,1033,5,0,4,3
CUST00129,17,37,32236.61,3,4,5,345,12,65,M,South,Silver,871.2597297297298,37,0.3783783783783784,0.02837837837837838,1057,5,0,3,1
CUST00130,43,29,27542.46,1,1,4,114,6,40,M,Central,Gold,949.74,29,0.4827586206896552,0.022413793103448276,1017,5,0,0,2
CUST00131,43,33,23364.44,1,2,2,122,5,41,M,Central,Silver,708.0133333333333,33,0.696969696969697,0.028787878787878786,1053,5,0,0,1
CUST00132,11,28,27021.07,4,1,3,413,8,54,F,East,Bronze,965.0382142857143,28,0.5714285714285714,0.030357142857142857,1076,5,1,1,0
CUST00133,10,56,46523.62,4,5,5,455,14,52,F,East,Bronze,830.7789285714287,56,0.625,0.022321428571428572,1082,5,1,1,0
CUST00134,39,30,21330.74,1,1,2,112,4,61,F,North,Silver,711.0246666666667,30,0.5666666666666667,0.041666666666666664,1056,5,1,2,1
CUST00135,7,26,19534.37,4,1,1,411,6,57,M,Central,Bronze,751.321923076923,26,0.6153846153846154,0.028846153846153848,1075,5,0,0,0
CUST00136,33,36,34432.62,2,3,5,235,10,39,F,East,Bronze,956.4616666666667,36,0.6388888888888888,0.03194444444444445,1043,5,1,1,0
CUST00137,14,27,20486.76,3,1,1,311,5,44,M,South,Silver,758.7688888888888,27,0.5555555555555556,0.027777777777777776,1022,5,0,3,1
CUST00138,45,38,26846.670000000002,1,4,3,143,8,52,M,West,Silver,706.4913157894738,38,0.5263157894736842,0.034210526315789476,963,5,0,4,1
CUST00139,4,44,32579.02,5,5,5,555,15,18,F,South,Silver,740.4322727272728,44,0.7045454545454546,0.018181818181818184,1078,5,1,3,1
CUST00140,31,33,23705.53,2,2,2,222,6,52,M,West,Bronze,718.3493939393938,33,0.6363636363636364,0.04242424242424243,974,5,0,4,0
CUST00141,34,35,27303.63,2,3,3,233,8,54,F,East,Bronze,780.1037142857143,35,0.7714285714285715,0.02,1035,5,1,1,0
CUST00142,66,32,27170.59,1,2,3,123,6,64,F,North,Silver,849.0809375,32,0.65625,0.03125,998,5,1,2,1
CUST00143,52,34,21501.45,1,3,2,132,6,31,M,South,Platinum,632.3955882352941,34,0.6764705882352942,0.017647058823529415,1028,5,0,3,3
CUST00144,120,27,17381.36,1,1,1,111,3,20,M,South,Silver,643.7540740740741,27,0.48148148148148145,0.03148148148148148,947,5,0,3,1
CUST00145,19,30,24675.36,3,1,3,313,7,18,M,South,Gold,822.5120000000001,30,0.5666666666666667,0.013333333333333334,1041,5,0,3,2
CUST00146,71,25,14902.82,1,1,1,111,3,22,F,West,Silver,596.1128,25,0.68,0.032,978,5,1,4,1
CUST00147,62,42,28283.739999999998,1,5,4,154,10,43,M,East,Silver,673.4223809523809,42,0.6428571428571429,0.02976190476190476,1019,5,0,1,1
CUST00148,44,33,25047.91,1,2,3,123,6,31,M,South,Bronze,759.0275757575757,33,0.6666666666666666,0.018181818181818184,1033,5,0,3,0
CUST00149,10,37,30969.57,4,4,5,445,13,56,M,South,Silver,837.0154054054054,37,0.5945945945945946,0.02702702702702703,1034,5,0,3,1
CUST00150,9,28,25045.19,4,1,3,413,8,44,F,North,Silver,894.4710714285713,28,0.7142857142857143,0.019642857142857146,1079,5,1,2,1
CUST00151,19,31,24238.28,3,2,2,322,7,26,M,North,Silver,781.88,31,0.6129032258064516,0.027419354838709678,1030,5,0,2,1
CUST00152,14,46,35755.16,3,5,5,355,13,32,M,East,Bronze,777.2860869565218,46,0.6739130434782609,0.042391304347826085,1040,5,0,1,0
CUST00153,84,30,20663.66,1,1,1,111,3,32,F,East,Silver,688.7886666666667,30,0.6333333333333333,0.016666666666666666,862,5,1,1,1
CUST00154,11,33,24275.14,4,2,2,422,8,43,F,Central,Bronze,735.610303030303,33,0.6666666666666666,0.03636363636363636,997,5,1,0,0
CUST00155,89,38,32347.71,1,4,5,145,10,59,M,North,Silver,851.2555263157894,38,0.6052631578947368,0.01842105263157895,956,5,0,2,1
CUST00156,21,36,22637.74,3,3,2,332,8,30,M,Central,Bronze,628.8261111111111,36,0.6388888888888888,0.027777777777777776,1057,5,0,0,0
CUST00157,6,41,27326.42,4,5,3,453,12,68,M,West,Gold,666.4980487804878,41,0.5365853658536586,0.032926829268292684,1085,5,0,4,2
CUST00158,36,21,13062.89,2,1,1,211,4,49,F,Central,Bronze,622.0423809523809,21,0.6190476190476191,0.02857142857142857,975,5,1,0,0
CUST00159,11,33,22332.489999999998,4,2,2,422,8,56,M,South,Bronze,676.7421212121211,33,0.45454545454545453,0.027272727272727275,977,5,0,3,0
CUST00160,8,28,18876.1,4,1,1,411,6,66,F,Central,Bronze,674.1464285714285,28,0.4642857142857143,0.019642857142857146,1005,5,1,0,0
CUST00161,5,29,19978.7,5,1,1,511,7,69,F,East,Silver,688.9206896551724,29,0.6551724137931034,0.0603448275862069,1070,5,1,1,1
CUST00162,11,40,26647.98,4,4,3,443,11,49,F,West,Bronze,666.1995,40,0.675,0.025,1059,5,1,4,0
CUST00163,43,28,14976.07,1,1,1,111,3,21,M,South,Bronze,534.8596428571428,28,0.5357142857142857,0.019642857142857146,1021,5,0,3,0
CUST00164,13,30,23109.48,3,1,2,312,6,47,F,Central,Silver,770.316,30,0.7666666666666667,0.028333333333333332,992,5,1,0,1
CUST00165,11,41,24912.6,4,5,3,453,12,54,F,West,Bronze,607.6243902439024,41,0.6829268292682927,0.014634146341463417,1083,5,1,4,0
CUST00166,46,42,33658.58,1,5,5,155,11,40,F,West,Gold,801.3947619047619,42,0.5952380952380952,0.025,1045,5,1,4,2
CUST00167,32,37,25973.93,2,4,3,243,9,56,M,South,Gold,701.9981081081081,37,0.7027027027027027,0.018918918918918916,1060,5,0,3,2
CUST00168,23,34,28223.76,2,3,4,234,9,62,Other,Central,Silver,830.110588235294,34,0.7647058823529411,0.01911764705882353,1018,5,2,0,1
CUST00169,30,42,26887.97,2,5,3,253,10,32,M,West,Bronze,640.1897619047619,42,0.6666666666666666,0.022619047619047622,1047,5,0,4,0
CUST00170,4,35,29498.350000000002,5,3,4,534,12,60,M,West,Silver,842.8100000000001,35,0.5142857142857142,0.017142857142857144,981,5,0,4,1
CUST00171,59,38,30136.13,1,4,4,144,9,46,M,North,Bronze,793.056052631579,38,0.5789473684210527,0.02236842105263158,979,5,0,2,0
CUST00172,15,32,27910.739999999998,3,2,4,324,9,53,F,West,Bronze,872.2106249999999,32,0.46875,0.0125,999,5,1,4,0
CUST00173,2,38,28274.77,5,4,4,544,13,30,M,North,Bronze,744.0728947368422,38,0.631578947368421,0.031578947368421054,1086,5,0,2,0
CUST00174,11,52,36144.58,4,5,5,455,14,49,M,Central,Gold,695.088076923077,52,0.5576923076923077,0.02980769230769231,1054,5,0,0,2
CUST00175,36,41,27139.66,2,5,3,253,10,24,M,Central,Bronze,661.9429268292683,41,0.6341463414634146,0.023170731707317076,1016,5,0,0,0
CUST00176,47,29,24262.97,1,1,2,112,4,68,M,Central,Silver,836.6541379310345,29,0.4827586206896552,0.02931034482758621,1031,5,0,0,1
CUST00177,21,35,22772.21,3,3,2,332,8,39,F,East,Silver,650.6345714285713,35,0.6,0.025714285714285714,1060,5,1,1,1
CUST00178,13,46,33022.89,3,5,5,355,13,45,F,Central,Bronze,717.8889130434783,46,0.6086956521739131,0.02282608695652174,1072,5,1,0,0
CUST00179,6,34,26289.98,4,3,3,433,10,19,M,West,Bronze,773.234705882353,34,0.5882352941176471,0.01911764705882353,1051,5,0,4,0
CUST00180,8,43,29539.42,4,5,4,454,13,59,M,South,Platinum,686.9632558139534,43,0.5813953488372093,0.033720930232558136,1088,5,0,3,3
CUST00181,2,33,22981.45,5,2,2,522,9,62,F,North,Silver,696.4075757575757,33,0.696969696969697,0.02575757575757576,1089,5,1,2,1
CUST00182,16,32,17893.65,3,2,1,321,6,23,M,East,Silver,559.1765625,32,0.5625,0.03125,1052,5,0,1,1
CUST00183,33,37,30855.09,2,4,4,244,10,45,M,Central,Bronze,833.9213513513514,37,0.6486486486486487,0.025675675675675674,989,5,0,0,0
CUST00184,58,35,27793.89,1,3,4,134,8,45,Other,Central,Bronze,794.1111428571428,35,0.6,0.027142857142857142,1023,5,2,0,0
CUST00185,5,30,15961.43,5,1,1,511,7,61,F,South,Bronze,532.0476666666667,30,0.5,0.041666666666666664,1020,5,1,3,0
CUST00186,2,38,24772.93,5,4,3,543,12,61,M,South,Bronze,651.9192105263159,38,0.5263157894736842,0.03289473684210526,1079,5,0,3,0
CUST00187,36,30,20526.239999999998,2,1,1,211,4,37,F,East,Bronze,684.208,30,0.4666666666666667,0.02,997,5,1,1,0
CUST00188,1,38,28442.49,5,4,4,544,13,47,M,North,Gold,748.4865789473685,38,0.5263157894736842,0.027631578947368424,1032,5,0,2,2
CUST00189,68,22,14775.06,1,1,1,111,3,28,F,Central,Bronze,671.5936363636364,22,0.5909090909090909,0.038636363636363635,1015,5,1,0,0
