customer_id,recency,frequency,monetary,R,F,M,rfm_score,rfm_total,age,gender,region,loyalty_tier,avg_order_value,total_orders,online_ratio,avg_discount_used,customer_lifetime_days,category_diversity,gender_enc,region_enc,loyalty_enc,cluster,segment
CUST00015,62,26,15968.23,1,1,1,111,3,57,M,North,Silver,614.1626923076923,26,0.6153846153846154,0.0134615384615384,993,5,0,2,1,0,Loyal Customers
CUST00016,7,33,26130.75,4,2,3,423,9,41,F,Central,Gold,791.8409090909091,33,0.6060606060606061,0.0257575757575757,1056,5,1,0,2,1,Champions
CUST00017,13,40,29010.73,3,4,4,344,11,20,M,Central,Silver,725.26825,40,0.75,0.0275,1061,5,0,0,1,1,Champions
CUST00018,17,38,31894.49,3,4,5,345,12,39,Other,South,Silver,839.3286842105264,38,0.631578947368421,0.0171052631578947,1052,5,2,3,1,1,Champions
CUST00019,13,35,29470.25,3,3,4,334,10,19,M,North,Bronze,842.0071428571429,35,0.7714285714285715,0.03,1081,5,0,2,0,1,Champions
CUST00020,132,33,20853.52,1,2,1,121,4,41,M,East,Bronze,631.9248484848486,33,0.5454545454545454,0.0227272727272727,879,5,0,1,0,0,Loyal Customers
CUST00021,63,38,29566.95,1,4,4,144,9,61,F,South,Gold,778.0776315789474,38,0.5789473684210527,0.0223684210526315,1005,5,1,3,2,1,Champions
CUST00022,94,24,14502.1,1,1,1,111,3,47,M,North,Bronze,604.2541666666667,24,0.4583333333333333,0.0229166666666666,946,5,0,2,0,0,Loyal Customers
CUST00023,1,40,30944.78,5,4,5,545,14,55,Other,Central,Bronze,773.6195,40,0.675,0.035,1094,5,2,0,0,1,Champions
CUST00024,4,24,12015.48,5,1,1,511,7,19,F,North,Silver,500.645,24,0.5833333333333334,0.0291666666666666,982,5,1,2,1,0,Loyal Customers
CUST00025,8,36,22803.76,4,3,2,432,9,38,F,North,Bronze,633.4377777777778,36,0.6666666666666666,0.0263888888888888,1043,5,1,2,0,0,Loyal Customers
CUST00026,24,39,25960.4,2,4,3,243,9,50,F,North,Platinum,665.6512820512821,39,0.5897435897435898,0.0307692307692307,1032,5,1,2,3,0,Loyal Customers
CUST00027,34,34,25794.58,2,3,3,233,8,29,F,East,Silver,758.6641176470589,34,0.8235294117647058,0.0205882352941176,1056,5,1,1,1,0,Loyal Customers
CUST00028,3,38,34576.24,5,4,5,545,14,39,F,North,Silver,909.9010526315788,38,0.6052631578947368,0.0118421052631578,1066,5,1,2,1,1,Champions
CUST00029,20,27,13984.87,3,1,1,311,5,61,F,East,Gold,517.9581481481481,27,0.6666666666666666,0.0148148148148148,1073,5,1,1,2,0,Loyal Customers
CUST00030,10,32,17379.66,4,2,1,421,7,42,F,Central,Bronze,543.114375,32,0.46875,0.0234375,1086,5,1,0,0,0,Loyal Customers
CUST00031,31,28,19367.95,2,1,1,211,4,66,M,East,Bronze,691.7125,28,0.6785714285714286,0.0196428571428571,1018,5,0,1,0,0,Loyal Customers
CUST00032,18,39,28064.49,3,4,4,344,11,44,M,Central,Bronze,719.6023076923076,39,0.6153846153846154,0.0269230769230769,1058,5,0,0,0,1,Champions
CUST00033,16,38,27223.44,3,4,3,343,10,59,F,Central,Bronze,716.4063157894738,38,0.6578947368421053,0.0328947368421052,1011,5,1,0,0,1,Champions
CUST00034,39,28,18920.1,1,1,1,111,3,45,M,East,Silver,675.717857142857,28,0.5714285714285714,0.0214285714285714,1002,5,0,1,1,0,Loyal Customers
CUST00035,7,40,31588.59,4,4,5,445,13,33,F,South,Gold,789.71475,40,0.45,0.02625,1078,5,1,3,2,1,Champions
CUST00036,12,37,26837.9,4,4,3,443,11,32,M,West,Bronze,725.3486486486487,37,0.5945945945945946,0.0229729729729729,1081,5,0,4,0,1,Champions
CUST00037,15,47,34318.08,3,5,5,355,13,64,M,North,Bronze,730.1719148936171,47,0.723404255319149,0.025531914893617,1062,5,0,2,0,1,Champions
CUST00038,11,26,21124.2,4,1,1,411,6,68,F,West,Platinum,812.4692307692308,26,0.5384615384615384,0.0423076923076923,1047,5,1,4,3,0,Loyal Customers
CUST00039,40,27,20786.94,1,1,1,111,3,61,F,North,Bronze,769.8866666666667,27,0.6296296296296297,0.0259259259259259,1042,5,1,2,0,0,Loyal Customers
CUST00040,50,43,38697.73,1,5,5,155,11,69,M,North,Bronze,899.9472093023256,43,0.6046511627906976,0.0348837209302325,1026,5,0,2,0,1,Champions
CUST00041,50,43,32479.71,1,5,5,155,11,20,F,Central,Bronze,755.3420930232558,43,0.627906976744186,0.0209302325581395,1020,5,1,0,0,1,Champions
CUST00042,12,28,16628.22,4,1,1,411,6,54,F,North,Gold,593.865,28,0.7142857142857143,0.0232142857142857,1080,5,1,2,2,0,Loyal Customers
CUST00043,12,35,31070.76,4,3,5,435,12,68,M,North,Silver,887.7360000000001,35,0.7142857142857143,0.0157142857142857,1045,5,0,2,1,1,Champions
CUST00044,24,37,22529.67,2,4,2,242,8,24,F,East,Silver,608.91,37,0.6486486486486487,0.0135135135135135,1065,5,1,1,1,0,Loyal Customers
CUST00045,2,34,20723.83,5,3,1,531,9,38,M,West,Gold,609.5244117647059,34,0.6176470588235294,0.0220588235294117,1055,5,0,4,2,0,Loyal Customers
CUST00046,5,36,25954.14,5,3,3,533,11,26,M,East,Bronze,720.9483333333333,36,0.5555555555555556,0.0333333333333333,1075,5,0,1,0,1,Champions
CUST00047,167,31,25906.6,1,2,3,123,6,56,Other,North,Bronze,835.6967741935484,31,0.5483870967741935,0.014516129032258,928,5,2,2,0,0,Loyal Customers
CUST00048,4,38,27695.43,5,4,4,544,13,35,M,Central,Gold,728.8271052631579,38,0.631578947368421,0.0355263157894736,1057,5,0,0,2,1,Champions
CUST00049,17,26,17754.89,3,1,1,311,5,21,F,East,Bronze,682.8803846153846,26,0.7307692307692307,0.0211538461538461,1001,5,1,1,0,0,Loyal Customers
CUST00050,28,35,27032.57,2,3,3,233,8,42,F,East,Silver,772.3591428571428,35,0.6285714285714286,0.0328571428571428,1041,5,1,1,1,1,Champions
CUST00051,5,36,27839.64,5,3,4,534,12,31,M,South,Gold,773.3233333333333,36,0.5,0.0347222222222222,1076,5,0,3,2,1,Champions
CUST00052,50,35,23499.0,1,3,2,132,6,67,F,North,Silver,671.4,35,0.6,0.0414285714285714,1040,5,1,2,1,0,Loyal Customers
CUST00053,13,30,27154.22,3,1,3,313,7,26,F,Central,Silver,905.1406666666668,30,0.5666666666666667,0.0183333333333333,1072,5,1,0,1,1,Champions
CUST00054,1,27,29152.96,5,1,4,514,10,43,M,East,Gold,1079.7392592592591,27,0.5185185185185185,0.0425925925925925,1043,5,0,1,2,1,Champions
CUST00055,85,28,20655.69,1,1,1,111,3,19,F,East,Gold,737.7032142857142,28,0.4642857142857143,0.0285714285714285,947,5,1,1,2,0,Loyal Customers
CUST00056,2,50,28479.31,5,5,4,554,14,37,F,Central,Bronze,569.5862000000001,50,0.56,0.028,1064,5,1,0,0,1,Champions
CUST00057,12,39,23269.47,4,4,2,442,10,45,F,North,Bronze,596.6530769230769,39,0.5897435897435898,0.0153846153846153,1022,5,1,2,0,0,Loyal Customers
CUST00058,45,25,13773.94,1,1,1,111,3,64,F,South,Bronze,550.9576000000001,25,0.52,0.042,922,5,1,3,0,0,Loyal Customers
CUST00059,5,34,28114.18,5,3,4,534,12,24,M,East,Silver,826.8876470588235,34,0.5588235294117647,0.0147058823529411,1075,5,0,1,1,1,Champions
CUST00060,4,34,24752.57,5,3,3,533,11,61,F,South,Bronze,728.0167647058823,34,0.7352941176470589,0.0176470588235294,1085,5,1,3,0,0,Loyal Customers
CUST00061,15,30,27785.88,3,1,4,314,8,25,F,West,Silver,926.196,30,0.5333333333333333,0.0216666666666666,1050,5,1,4,1,1,Champions
CUST00062,4,43,29671.62,5,5,4,554,14,64,F,North,Bronze,690.0376744186046,43,0.627906976744186,0.0302325581395348,1078,5,1,2,0,1,Champions
CUST00063,20,30,18738.82,3,1,1,311,5,52,F,West,Silver,624.6273333333334,30,0.5666666666666667,0.025,944,5,1,4,1,0,Loyal Customers
CUST00064,30,35,21650.43,2,3,2,232,7,31,F,West,Bronze,618.5837142857143,35,0.6285714285714286,0.0328571428571428,1050,5,1,4,0,0,Loyal Customers
CUST00065,17,30,23046.19,3,1,2,312,6,34,F,West,Silver,768.2063333333333,30,0.5333333333333333,0.0416666666666666,1065,5,1,4,1,0,Loyal Customers
CUST00066,36,30,18988.01,2,1,1,211,4,53,F,North,Silver,632.9336666666666,30,0.4666666666666667,0.0183333333333333,1056,5,1,2,1,0,Loyal Customers
CUST00067,59,36,29899.27,1,3,4,134,8,67,F,North,Bronze,830.5352777777778,36,0.6388888888888888,0.0236111111111111,1028,5,1,2,0,1,Champions
CUST00068,10,27,19593.04,4,1,1,411,6,57,F,Central,Bronze,725.6681481481481,27,0.4814814814814814,0.0277777777777777,1052,5,1,0,0,0,Loyal Customers
CUST00069,13,35,17622.52,3,3,1,331,7,21,F,South,Silver,503.50057142857145,35,0.6857142857142857,0.0214285714285714,1074,5,1,3,1,0,Loyal Customers
CUST00070,26,41,31649.03,2,5,5,255,12,19,F,South,Bronze,771.9275609756097,41,0.4146341463414634,0.0170731707317073,1042,5,1,3,0,1,Champions
CUST00071,12,35,22207.77,4,3,2,432,9,23,M,Central,Bronze,634.5077142857143,35,0.4571428571428571,0.0285714285714285,1037,5,0,0,0,0,Loyal Customers
CUST00072,25,40,24244.42,2,4,2,242,8,59,M,Central,Platinum,606.1105,40,0.7,0.025,1070,5,0,0,3,0,Loyal Customers
CUST00073,55,29,19390.94,1,1,1,111,3,21,M,West,Silver,668.6531034482758,29,0.6896551724137931,0.0172413793103448,1019,5,0,4,1,0,Loyal Customers
CUST00074,58,37,25859.57,1,4,3,143,8,46,F,Central,Platinum,698.9072972972973,37,0.5135135135135135,0.0216216216216216,948,5,1,0,3,0,Loyal Customers
CUST00075,33,38,34406.91,2,4,5,245,11,35,F,East,Bronze,905.445,38,0.7368421052631579,0.0236842105263157,940,5,1,1,0,1,Champions
CUST00076,56,30,23002.95,1,1,2,112,4,43,F,South,Bronze,766.765,30,0.7,0.0216666666666666,1029,5,1,3,0,0,Loyal Customers
CUST00077,27,51,42996.82,2,5,5,255,12,61,M,Central,Gold,843.0749019607844,51,0.5490196078431373,0.0245098039215686,1039,5,0,0,2,1,Champions
CUST00078,80,28,20819.33,1,1,1,111,3,51,F,East,Silver,743.5475,28,0.7142857142857143,0.0303571428571428,1006,5,1,1,1,0,Loyal Customers
CUST00079,76,38,29097.33,1,4,4,144,9,27,M,East,Silver,765.7192105263158,38,0.6842105263157895,0.031578947368421,930,5,0,1,1,1,Champions
CUST00080,42,38,27318.94,1,4,3,143,8,53,M,East,Bronze,718.9194736842105,38,0.631578947368421,0.0302631578947368,1010,5,0,1,0,1,Champions
CUST00081,5,33,26778.97,5,2,3,523,10,31,F,East,Bronze,811.4839393939394,33,0.7272727272727273,0.0333333333333333,1088,5,1,1,0,1,Champions
CUST00082,18,29,28009.45,3,1,4,314,8,48,F,West,Bronze,965.843103448276,29,0.5862068965517241,0.0344827586206896,1020,5,1,4,0,1,Champions
CUST00083,20,32,31010.17,3,2,5,325,10,65,M,East,Bronze,969.0678125,32,0.65625,0.0390625,1040,5,0,1,0,1,Champions
CUST00084,10,44,40221.79,4,5,5,455,14,32,M,West,Bronze,914.131590909091,44,0.6590909090909091,0.0181818181818181,1078,5,0,4,0,1,Champions
CUST00085,7,29,18638.53,4,1,1,411,6,25,M,West,Bronze,642.7079310344827,29,0.7241379310344828,0.0310344827586206,1070,5,0,4,0,0,Loyal Customers
CUST00086,66,28,20066.17,1,1,1,111,3,31,M,East,Platinum,716.6489285714285,28,0.8571428571428571,0.0339285714285714,1030,5,0,1,3,0,Loyal Customers
CUST00087,18,26,24330.86,3,1,2,312,6,40,F,South,Bronze,935.8023076923076,26,0.6538461538461539,0.0192307692307692,1041,5,1,3,0,0,Loyal Customers
CUST00088,14,42,37348.42,3,5,5,355,13,57,M,East,Silver,889.2480952380952,42,0.7380952380952381,0.0285714285714285,976,5,0,1,1,1,Champions
CUST00089,11,39,26323.46,4,4,3,443,11,38,F,East,Gold,674.9605128205128,39,0.5641025641025641,0.0282051282051282,1047,5,1,1,2,1,Champions
CUST00090,10,29,16693.29,4,1,1,411,6,33,F,East,Silver,575.6306896551724,29,0.5517241379310345,0.0258620689655172,1074,5,1,1,1,0,Loyal Customers
CUST00091,55,38,23521.31,1,4,2,142,7,62,M,South,Bronze,618.9818421052632,38,0.7105263157894737,0.0302631578947368,976,5,0,3,0,0,Loyal Customers
CUST00092,39,33,21805.78,1,2,2,122,5,35,M,North,Silver,660.7812121212121,33,0.6666666666666666,0.0272727272727272,1003,5,0,2,1,0,Loyal Customers
CUST00093,11,31,23121.73,4,2,2,422,8,64,M,North,Silver,745.8622580645161,31,0.6451612903225806,0.0274193548387096,1081,5,0,2,1,0,Loyal Customers
CUST00094,20,40,33671.02,3,4,5,345,12,41,M,West,Silver,841.7755,40,0.675,0.02125,1033,5,0,4,1,1,Champions
CUST00095,36,30,21930.39,2,1,2,212,5,43,M,West,Silver,731.013,30,0.6,0.0316666666666666,1046,5,0,4,1,0,Loyal Customers
CUST00096,5,40,26277.56,5,4,3,543,12,42,F,South,Platinum,656.9390000000001,40,0.625,0.0225,1049,5,1,3,3,1,Champions
CUST00097,29,39,27525.11,2,4,4,244,10,62,M,Central,Silver,705.7720512820513,39,0.6666666666666666,0.0243589743589743,1018,5,0,0,1,1,Champions
CUST00098,61,26,19785.03,1,1,1,111,3,58,Other,North,Bronze,760.9626923076922,26,0.5769230769230769,0.0346153846153846,993,5,2,2,0,0,Loyal Customers
CUST00099,48,32,15259.47,1,2,1,121,4,46,M,West,Silver,476.8584375,32,0.625,0.0140625,931,5,0,4,1,0,Loyal Customers
CUST00100,8,38,27510.64,4,4,4,444,12,32,F,North,Bronze,723.9642105263158,38,0.631578947368421,0.0381578947368421,1030,5,1,2,0,1,Champions
CUST00101,10,31,24173.86,4,2,2,422,8,62,F,South,Gold,779.801935483871,31,0.3870967741935484,0.05,931,5,1,3,2,0,Loyal Customers
CUST00102,6,35,23577.66,4,3,2,432,9,18,F,South,Bronze,673.6474285714286,35,0.6,0.02,1055,5,1,3,0,0,Loyal Customers
CUST00103,6,26,27578.84,4,1,4,414,9,42,F,Central,Bronze,1060.7246153846154,26,0.6153846153846154,0.0076923076923076,1047,5,1,0,0,1,Champions
CUST00104,25,26,21824.63,2,1,2,212,5,24,F,Central,Gold,839.4088461538462,26,0.4230769230769231,0.0153846153846153,1028,5,1,0,2,0,Loyal Customers
CUST00105,18,44,29512.44,3,5,4,354,12,26,F,South,Silver,670.7372727272727,44,0.6363636363636364,0.0284090909090909,1074,5,1,3,1,1,Champions
CUST00106,8,32,23126.29,4,2,2,422,8,41,F,West,Bronze,722.6965625,32,0.5,0.0390625,1076,5,1,4,0,0,Loyal Customers
CUST00107,27,25,15887.69,2,1,1,211,4,18,F,North,Bronze,635.5076,25,0.56,0.014,1067,5,1,2,0,0,Loyal Customers
CUST00108,62,36,26257.37,1,3,3,133,7,61,M,East,Gold,729.3713888888889,36,0.6388888888888888,0.0319444444444444,1029,5,0,1,2,0,Loyal Customers
CUST00109,2,38,29043.43,5,4,4,544,13,25,M,Central,Bronze,764.3007894736842,38,0.5789473684210527,0.0263157894736842,1075,5,0,0,0,1,Champions
CUST00110,4,43,24142.35,5,5,2,552,12,41,F,East,Gold,561.4499999999999,43,0.6046511627906976,0.0186046511627906,1034,5,1,1,2,0,Loyal Customers
CUST00111,12,44,35268.59,4,5,5,455,14,28,F,West,Bronze,801.5588636363635,44,0.4545454545454545,0.034090909090909,1048,5,1,4,0,1,Champions
CUST00112,33,38,34588.72,2,4,5,245,11,68,F,Central,Silver,910.2294736842106,38,0.6052631578947368,0.0131578947368421,1059,5,1,0,1,1,Champions
CUST00113,80,34,23750.21,1,3,2,132,6,34,F,East,Gold,698.5355882352941,34,0.5294117647058824,0.0264705882352941,1008,5,1,1,2,0,Loyal Customers
CUST00114,1,26,25336.1,5,1,3,513,9,25,Other,West,Bronze,974.4653846153846,26,0.6923076923076923,0.0288461538461538,1086,5,2,4,0,1,Champions
CUST00115,23,44,33111.45,2,5,5,255,12,52,M,North,Bronze,752.5329545454545,44,0.5681818181818182,0.0193181818181818,999,5,0,2,0,1,Champions
CUST00116,4,27,17744.67,5,1,1,511,7,52,M,West,Bronze,657.2099999999999,27,0.3333333333333333,0.0129629629629629,1050,5,0,4,0,0,Loyal Customers
CUST00117,38,37,30891.71,2,4,5,245,11,50,M,Central,Silver,834.9110810810811,37,0.7567567567567568,0.0243243243243243,1051,5,0,0,1,1,Champions
CUST00118,23,39,33339.84,2,4,5,245,11,22,M,South,Silver,854.8676923076922,39,0.5897435897435898,0.0128205128205128,1053,5,0,3,1,1,Champions
CUST00119,26,33,24080.18,2,2,2,222,6,59,F,North,Silver,729.7024242424243,33,0.6060606060606061,0.0242424242424242,1047,5,1,2,1,0,Loyal Customers
CUST00120,4,25,17123.18,5,1,1,511,7,56,M,East,Bronze,684.9272,25,0.6,0.032,1018,5,0,1,0,0,Loyal Customers
CUST00121,52,27,18869.79,1,1,1,111,3,58,F,Central,Bronze,698.8811111111112,27,0.5925925925925926,0.0425925925925925,1037,5,1,0,0,0,Loyal Customers
CUST00122,10,29,24668.89,4,1,3,413,8,45,M,South,Bronze,850.6513793103449,29,0.5862068965517241,0.0327586206896551,1064,5,0,3,0,0,Loyal Customers
CUST00123,4,35,28935.29,5,3,4,534,12,24,F,West,Bronze,826.7225714285714,35,0.4285714285714285,0.0314285714285714,1091,5,1,4,0,1,Champions
CUST00124,21,40,37841.24,3,4,5,345,12,26,F,South,Silver,946.031,40,0.575,0.02,1051,5,1,3,1,1,Champions
CUST00125,4,39,33685.61,5,4,5,545,14,25,M,Central,Gold,863.7335897435897,39,0.6666666666666666,0.0371794871794871,1084,5,0,0,2,1,Champions
CUST00126,34,35,26741.6,2,3,3,233,8,29,F,Central,Silver,764.0457142857142,35,0.5714285714285714,0.0242857142857142,1011,5,1,0,1,1,Champions
CUST00127,6,42,36975.71,4,5,5,455,14,51,M,South,Bronze,880.3740476190476,42,0.5476190476190477,0.0285714285714285,1087,5,0,3,0,1,Champions
CUST00128,31,24,17936.4,2,1,1,211,4,50,M,West,Platinum,747.35,24,0.625,0.03125,1033,5,0,4,3,0,Loyal Customers
CUST00129,17,37,32236.61,3,4,5,345,12,65,M,South,Silver,871.2597297297298,37,0.3783783783783784,0.0283783783783783,1057,5,0,3,1,1,Champions
CUST00130,43,29,27542.46,1,1,4,114,6,40,M,Central,Gold,949.74,29,0.4827586206896552,0.0224137931034482,1017,5,0,0,2,1,Champions
CUST00131,43,33,23364.44,1,2,2,122,5,41,M,Central,Silver,708.0133333333333,33,0.696969696969697,0.0287878787878787,1053,5,0,0,1,0,Loyal Customers
CUST00132,11,28,27021.07,4,1,3,413,8,54,F,East,Bronze,965.0382142857144,28,0.5714285714285714,0.0303571428571428,1076,5,1,1,0,1,Champions
CUST00133,10,56,46523.62,4,5,5,455,14,52,F,East,Bronze,830.7789285714287,56,0.625,0.0223214285714285,1082,5,1,1,0,1,Champions
CUST00134,39,30,21330.74,1,1,2,112,4,61,F,North,Silver,711.0246666666667,30,0.5666666666666667,0.0416666666666666,1056,5,1,2,1,0,Loyal Customers
CUST00135,7,26,19534.37,4,1,1,411,6,57,M,Central,Bronze,751.321923076923,26,0.6153846153846154,0.0288461538461538,1075,5,0,0,0,0,Loyal Customers
CUST00136,33,36,34432.62,2,3,5,235,10,39,F,East,Bronze,956.4616666666668,36,0.6388888888888888,0.0319444444444444,1043,5,1,1,0,1,Champions
CUST00137,14,27,20486.76,3,1,1,311,5,44,M,South,Silver,758.7688888888888,27,0.5555555555555556,0.0277777777777777,1022,5,0,3,1,0,Loyal Customers
CUST00138,45,38,26846.67,1,4,3,143,8,52,M,West,Silver,706.4913157894738,38,0.5263157894736842,0.0342105263157894,963,5,0,4,1,0,Loyal Customers
CUST00139,4,44,32579.02,5,5,5,555,15,18,F,South,Silver,740.4322727272728,44,0.7045454545454546,0.0181818181818181,1078,5,1,3,1,1,Champions
CUST00140,31,33,23705.53,2,2,2,222,6,52,M,West,Bronze,718.3493939393938,33,0.6363636363636364,0.0424242424242424,974,5,0,4,0,0,Loyal Customers
CUST00141,34,35,27303.63,2,3,3,233,8,54,F,East,Bronze,780.1037142857143,35,0.7714285714285715,0.02,1035,5,1,1,0,1,Champions
CUST00142,66,32,27170.59,1,2,3,123,6,64,F,North,Silver,849.0809375,32,0.65625,0.03125,998,5,1,2,1,0,Loyal Customers
CUST00143,52,34,21501.45,1,3,2,132,6,31,M,South,Platinum,632.3955882352941,34,0.6764705882352942,0.0176470588235294,1028,5,0,3,3,0,Loyal Customers
CUST00144,120,27,17381.36,1,1,1,111,3,20,M,South,Silver,643.7540740740741,27,0.4814814814814814,0.0314814814814814,947,5,0,3,1,0,Loyal Customers
CUST00145,19,30,24675.36,3,1,3,313,7,18,M,South,Gold,822.5120000000001,30,0.5666666666666667,0.0133333333333333,1041,5,0,3,2,0,Loyal Customers
CUST00146,71,25,14902.82,1,1,1,111,3,22,F,West,Silver,596.1128,25,0.68,0.032,978,5,1,4,1,0,Loyal Customers
CUST00147,62,42,28283.74,1,5,4,154,10,43,M,East,Silver,673.4223809523809,42,0.6428571428571429,0.0297619047619047,1019,5,0,1,1,1,Champions
CUST00148,44,33,25047.91,1,2,3,123,6,31,M,South,Bronze,759.0275757575757,33,0.6666666666666666,0.0181818181818181,1033,5,0,3,0,0,Loyal Customers
CUST00149,10,37,30969.57,4,4,5,445,13,56,M,South,Silver,837.0154054054054,37,0.5945945945945946,0.027027027027027,1034,5,0,3,1,1,Champions
CUST00150,9,28,25045.19,4,1,3,413,8,44,F,North,Silver,894.4710714285713,28,0.7142857142857143,0.0196428571428571,1079,5,1,2,1,0,Loyal Customers
CUST00151,19,31,24238.28,3,2,2,322,7,26,M,North,Silver,781.88,31,0.6129032258064516,0.0274193548387096,1030,5,0,2,1,0,Loyal Customers
CUST00152,14,46,35755.16,3,5,5,355,13,32,M,East,Bronze,777.2860869565218,46,0.6739130434782609,0.042391304347826,1040,5,0,1,0,1,Champions
CUST00153,84,30,20663.66,1,1,1,111,3,32,F,East,Silver,688.7886666666667,30,0.6333333333333333,0.0166666666666666,862,5,1,1,1,0,Loyal Customers
CUST00154,11,33,24275.14,4,2,2,422,8,43,F,Central,Bronze,735.610303030303,33,0.6666666666666666,0.0363636363636363,997,5,1,0,0,0,Loyal Customers
CUST00155,89,38,32347.71,1,4,5,145,10,59,M,North,Silver,851.2555263157894,38,0.6052631578947368,0.0184210526315789,956,5,0,2,1,1,Champions
CUST00156,21,36,22637.74,3,3,2,332,8,30,M,Central,Bronze,628.8261111111111,36,0.6388888888888888,0.0277777777777777,1057,5,0,0,0,0,Loyal Customers
CUST00157,6,41,27326.42,4,5,3,453,12,68,M,West,Gold,666.4980487804878,41,0.5365853658536586,0.0329268292682926,1085,5,0,4,2,1,Champions
CUST00158,36,21,13062.89,2,1,1,211,4,49,F,Central,Bronze,622.0423809523809,21,0.6190476190476191,0.0285714285714285,975,5,1,0,0,0,Loyal Customers
CUST00159,11,33,22332.49,4,2,2,422,8,56,M,South,Bronze,676.7421212121211,33,0.4545454545454545,0.0272727272727272,977,5,0,3,0,0,Loyal Customers
CUST00160,8,28,18876.1,4,1,1,411,6,66,F,Central,Bronze,674.1464285714285,28,0.4642857142857143,0.0196428571428571,1005,5,1,0,0,0,Loyal Customers
CUST00161,5,29,19978.7,5,1,1,511,7,69,F,East,Silver,688.9206896551724,29,0.6551724137931034,0.0603448275862069,1070,5,1,1,1,0,Loyal Customers
CUST00162,11,40,26647.98,4,4,3,443,11,49,F,West,Bronze,666.1995,40,0.675,0.025,1059,5,1,4,0,1,Champions
CUST00163,43,28,14976.07,1,1,1,111,3,21,M,South,Bronze,534.8596428571428,28,0.5357142857142857,0.0196428571428571,1021,5,0,3,0,0,Loyal Customers
CUST00164,13,30,23109.48,3,1,2,312,6,47,F,Central,Silver,770.316,30,0.7666666666666667,0.0283333333333333,992,5,1,0,1,0,Loyal Customers
CUST00165,11,41,24912.6,4,5,3,453,12,54,F,West,Bronze,607.6243902439024,41,0.6829268292682927,0.0146341463414634,1083,5,1,4,0,0,Loyal Customers
CUST00166,46,42,33658.58,1,5,5,155,11,40,F,West,Gold,801.3947619047619,42,0.5952380952380952,0.025,1045,5,1,4,2,1,Champions
CUST00167,32,37,25973.93,2,4,3,243,9,56,M,South,Gold,701.9981081081081,37,0.7027027027027027,0.0189189189189189,1060,5,0,3,2,0,Loyal Customers
CUST00168,23,34,28223.76,2,3,4,234,9,62,Other,Central,Silver,830.110588235294,34,0.7647058823529411,0.0191176470588235,1018,5,2,0,1,1,Champions
CUST00169,30,42,26887.97,2,5,3,253,10,32,M,West,Bronze,640.1897619047619,42,0.6666666666666666,0.0226190476190476,1047,5,0,4,0,1,Champions
CUST00170,4,35,29498.35,5,3,4,534,12,60,M,West,Silver,842.8100000000001,35,0.5142857142857142,0.0171428571428571,981,5,0,4,1,1,Champions
CUST00171,59,38,30136.13,1,4,4,144,9,46,M,North,Bronze,793.056052631579,38,0.5789473684210527,0.0223684210526315,979,5,0,2,0,1,Champions
